ID,ExpiryDate,Strike,DateAndTime,Timestamp,Volume,VWAP,IntervalTotal
51,2020-08-07,22.5,2020-07-31T12:50:00,1596214200,39,0.6228205,2429
52,2020-08-07,22.5,2020-07-31T12:51:00,1596214260,110,0.6606364,7267
53,2020-08-07,22.5,2020-07-31T12:52:00,1596214320,202,0.6995545,14131
54,2020-08-07,22.5,2020-07-31T12:53:00,1596214380,271,0.6784133,18385
55,2020-08-07,22.5,2020-07-31T12:54:00,1596214440,1,0.63,63
56,2020-08-07,22.5,2020-07-31T12:55:00,1596214500,23,0.6295652,1448
57,2020-08-07,22.5,2020-07-31T12:56:00,1596214560,25,0.638,1595
58,2020-08-07,22.5,2020-07-31T12:57:00,1596214620,25,0.62,1550
59,2020-08-07,22.5,2020-07-31T12:58:00,1596214680,14,0.6385714,894
60,2020-08-07,22.5,2020-07-31T12:59:00,1596214740,10,0.65,650
61,2020-08-07,22.5,2020-07-31T13:02:00,1596214920,8,0.6525,522
62,2020-08-07,22.5,2020-07-31T13:03:00,1596214980,32,0.6215625,1989
63,2020-08-07,22.5,2020-07-31T13:04:00,1596215040,20,0.65,1300
64,2020-08-07,22.5,2020-07-31T13:05:00,1596215100,22,0.6481818,1426
65,2020-08-07,22.5,2020-07-31T13:07:00,1596215220,9,0.64,576
66,2020-08-07,22.5,2020-07-31T13:10:00,1596215400,7,0.6342857,444
67,2020-08-07,22.5,2020-07-31T13:18:00,1596215880,2,0.645,129
68,2020-08-07,22.5,2020-07-31T13:19:00,1596215940,13,0.65,845
69,2020-08-07,22.5,2020-07-31T13:21:00,1596216060,2,0.645,129
70,2020-08-07,22.5,2020-07-31T13:22:00,1596216120,2,0.65,130
71,2020-08-07,22.5,2020-07-31T13:24:00,1596216240,2,0.625,125
72,2020-08-07,22.5,2020-07-31T13:25:00,1596216300,4,0.64,256
73,2020-08-07,22.5,2020-07-31T13:26:00,1596216360,58,0.62,3596
74,2020-08-07,22.5,2020-07-31T13:27:00,1596216420,6,0.64,384
75,2020-08-07,22.5,2020-07-31T13:29:00,1596216540,1,0.63,63
76,2020-08-07,22.5,2020-07-31T13:32:00,1596216720,10,0.66,660
77,2020-08-07,22.5,2020-07-31T13:33:00,1596216780,15,0.64,960
78,2020-08-07,22.5,2020-07-31T13:35:00,1596216900,20,0.64,1280
79,2020-08-07,22.5,2020-07-31T13:37:00,1596217020,1,0.65,65
80,2020-08-07,22.5,2020-07-31T13:39:00,1596217140,1,0.62,62
81,2020-08-07,22.5,2020-07-31T13:41:00,1596217260,4,0.64,256
82,2020-08-07,22.5,2020-07-31T13:42:00,1596217320,1,0.65,65
83,2020-08-07,22.5,2020-07-31T13:46:00,1596217560,3,0.64,192
84,2020-08-07,22.5,2020-07-31T13:54:00,1596218040,2,0.66,132
85,2020-08-07,22.5,2020-07-31T13:57:00,1596218220,11,0.6518182,717
86,2020-08-07,22.5,2020-07-31T13:59:00,1596218340,7,0.66,462
87,2020-08-07,22.5,2020-07-31T14:00:00,1596218400,3,0.6566667,197
88,2020-08-07,22.5,2020-07-31T14:02:00,1596218520,1,0.68,68
89,2020-08-07,22.5,2020-07-31T14:11:00,1596219060,2,0.7,140
90,2020-08-07,22.5,2020-07-31T14:12:00,1596219120,4,0.68,272
91,2020-08-07,22.5,2020-07-31T14:17:00,1596219420,80,0.642125,5137
92,2020-08-07,22.5,2020-07-31T14:21:00,1596219660,13,0.69,897
93,2020-08-07,22.5,2020-07-31T14:35:00,1596220500,2,0.7,140
94,2020-08-07,22.5,2020-07-31T14:38:00,1596220680,12,0.7016667,842
95,2020-08-07,22.5,2020-07-31T14:41:00,1596220860,2,0.69,138
96,2020-08-07,22.5,2020-07-31T14:47:00,1596221220,2,0.72,144
97,2020-08-07,22.5,2020-07-31T14:54:00,1596221640,9,0.72,648
98,2020-08-07,22.5,2020-07-31T15:06:00,1596222360,4,0.72,288
99,2020-08-07,22.5,2020-07-31T15:08:00,1596222480,4,0.72,288
100,2020-08-07,22.5,2020-07-31T15:15:00,1596222900,5,0.73,365
101,2020-08-07,22.5,2020-07-31T15:23:00,1596223380,1,0.71,71
102,2020-08-07,22.5,2020-07-31T15:29:00,1596223740,1,0.72,72
103,2020-08-07,22.5,2020-07-31T15:30:00,1596223800,10,0.7,700
104,2020-08-07,22.5,2020-07-31T15:33:00,1596223980,6,0.69,414
105,2020-08-07,22.5,2020-07-31T15:34:00,1596224040,5,0.72,360
106,2020-08-07,22.5,2020-07-31T15:35:00,1596224100,3,0.6866667,206
107,2020-08-07,22.5,2020-07-31T15:37:00,1596224220,1,0.69,69
108,2020-08-07,22.5,2020-07-31T15:38:00,1596224280,17,0.6841176,1163
109,2020-08-07,22.5,2020-07-31T15:39:00,1596224340,2,0.68,136
110,2020-08-07,22.5,2020-07-31T15:40:00,1596224400,4,0.68,272
111,2020-08-07,22.5,2020-07-31T15:41:00,1596224460,7,0.6585714,461
112,2020-08-07,22.5,2020-07-31T15:42:00,1596224520,3,0.68,204
113,2020-08-07,22.5,2020-07-31T15:48:00,1596224880,10,0.68,680
114,2020-08-07,22.5,2020-07-31T15:49:00,1596224940,6,0.7,420
115,2020-08-07,22.5,2020-07-31T15:52:00,1596225120,4,0.675,270
116,2020-08-07,22.5,2020-07-31T15:53:00,1596225180,3,0.6766667,203
117,2020-08-07,22.5,2020-07-31T15:57:00,1596225420,30,0.68,2040
118,2020-08-07,22.5,2020-07-31T15:58:00,1596225480,2,0.675,135
119,2020-08-07,22.5,2020-07-31T15:59:00,1596225540,103,0.6698058,6899
120,2020-08-07,23,2020-07-29T11:50:00,1596037800,1,0.9,90
121,2020-08-07,23,2020-07-29T12:05:00,1596038700,2,0.87,174
122,2020-08-07,23,2020-07-29T14:25:00,1596047100,2,0.86,172
123,2020-08-07,23,2020-07-30T09:38:00,1596116280,10,0.4,400
124,2020-08-07,23,2020-07-30T09:54:00,1596117240,1,0.39,39
125,2020-08-07,23,2020-07-30T10:29:00,1596119340,1,0.36,36
126,2020-08-07,23,2020-07-30T13:28:00,1596130080,1,0.32,32
127,2020-08-07,23,2020-07-31T09:50:00,1596203400,4,0.26,104
128,2020-08-07,23,2020-07-31T10:01:00,1596204060,1,0.28,28
129,2020-08-07,23,2020-07-31T10:06:00,1596204360,634,0.295,18703
130,2020-08-07,23,2020-07-31T10:07:00,1596204420,149,0.3033557,4520
131,2020-08-07,23,2020-07-31T10:08:00,1596204480,642,0.3,19260
132,2020-08-07,23,2020-07-31T10:09:00,1596204540,645,0.299969,19348
133,2020-08-07,23,2020-07-31T10:10:00,1596204600,11,0.3,330
134,2020-08-07,23,2020-07-31T10:11:00,1596204660,3,0.31,93
135,2020-08-07,23,2020-07-31T10:16:00,1596204960,230,0.2940435,6763
136,2020-08-07,23,2020-07-31T10:17:00,1596205020,829,0.3230398,26780
137,2020-08-07,23,2020-07-31T10:18:00,1596205080,248,0.3304435,8195
138,2020-08-07,23,2020-07-31T10:19:00,1596205140,557,0.3292998,18342
139,2020-08-07,23,2020-07-31T10:20:00,1596205200,211,0.33,6963
140,2020-08-07,23,2020-07-31T10:21:00,1596205260,9,0.33,297
141,2020-08-07,23,2020-07-31T10:24:00,1596205440,10,0.33,330
142,2020-08-07,23,2020-07-31T10:26:00,1596205560,5,0.328,164
143,2020-08-07,23,2020-07-31T10:27:00,1596205620,10,0.32,320
144,2020-08-07,23,2020-07-31T10:28:00,1596205680,13,0.31,403
145,2020-08-07,23,2020-07-31T10:29:00,1596205740,10,0.33,330
146,2020-08-07,23,2020-07-31T10:33:00,1596205980,50,0.37,1850
147,2020-08-07,23,2020-07-31T10:52:00,1596207120,1,0.32,32
148,2020-08-07,23,2020-07-31T10:59:00,1596207540,1,0.32,32
149,2020-08-07,23,2020-07-31T11:04:00,1596207840,10,0.32,320
150,2020-08-07,23,2020-07-31T11:07:00,1596208020,1,0.32,32
151,2020-08-07,23,2020-07-31T11:18:00,1596208680,11,0.32,352
152,2020-08-07,23,2020-07-31T11:19:00,1596208740,15,0.35,525
153,2020-08-07,23,2020-07-31T11:32:00,1596209520,1,0.33,33
154,2020-08-07,23,2020-07-31T11:34:00,1596209640,2,0.3,60
155,2020-08-07,23,2020-07-31T11:35:00,1596209700,50,0.28,1400
156,2020-08-07,23,2020-07-31T11:36:00,1596209760,12,0.29,348
157,2020-08-07,23,2020-07-31T11:37:00,1596209820,2,0.29,58
158,2020-08-07,23,2020-07-31T11:41:00,1596210060,15,0.28,420
159,2020-08-07,23,2020-07-31T11:45:00,1596210300,1,0.3,30
160,2020-08-07,23,2020-07-31T11:57:00,1596211020,24,0.29,696
161,2020-08-07,23,2020-07-31T11:59:00,1596211140,2,0.29,58
162,2020-08-07,23,2020-07-31T12:01:00,1596211260,2,0.29,58
163,2020-08-07,23,2020-07-31T12:04:00,1596211440,5,0.28,140
164,2020-08-07,23,2020-07-31T12:45:00,1596213900,40,0.28,1120
165,2020-08-07,23,2020-07-31T12:46:00,1596213960,2509,0.3469151,87041
166,2020-08-07,23,2020-07-31T12:47:00,1596214020,1313,0.383214,50316
167,2020-08-07,23,2020-07-31T12:48:00,1596214080,1024,0.384502,39373
168,2020-08-07,23,2020-07-31T12:49:00,1596214140,988,0.3924089,38770
169,2020-08-07,23,2020-07-31T12:50:00,1596214200,819,0.4055311,33213
170,2020-08-07,23,2020-07-31T12:51:00,1596214260,719,0.4168428,29971
171,2020-08-07,23,2020-07-31T12:52:00,1596214320,365,0.4260548,15551
172,2020-08-07,23,2020-07-31T12:53:00,1596214380,126,0.4214286,5310
173,2020-08-07,23,2020-07-31T12:54:00,1596214440,157,0.4272611,6708
174,2020-08-07,23,2020-07-31T12:55:00,1596214500,38,0.4263158,1620
175,2020-08-07,23,2020-07-31T12:56:00,1596214560,116,0.4285345,4971
176,2020-08-07,23,2020-07-31T12:57:00,1596214620,28,0.4289286,1201
177,2020-08-07,23,2020-07-31T12:58:00,1596214680,360,0.4294167,15459
178,2020-08-07,23,2020-07-31T12:59:00,1596214740,75,0.4293333,3220
179,2020-08-07,23,2020-07-31T13:00:00,1596214800,91,0.4287912,3902
180,2020-08-07,23,2020-07-31T13:01:00,1596214860,528,0.4203977,22197
181,2020-08-07,23,2020-07-31T13:02:00,1596214920,37,0.4289189,1587
182,2020-08-07,23,2020-07-31T13:03:00,1596214980,260,0.4147692,10784
183,2020-08-07,23,2020-07-31T13:04:00,1596215040,59,0.4232203,2497
184,2020-08-07,23,2020-07-31T13:05:00,1596215100,47,0.4280851,2012
185,2020-08-07,23,2020-07-31T13:06:00,1596215160,23,0.4221739,971
186,2020-08-07,23,2020-07-31T13:07:00,1596215220,32,0.43,1376
187,2020-08-07,23,2020-07-31T13:08:00,1596215280,12,0.43,516
188,2020-08-07,23,2020-07-31T13:09:00,1596215340,32,0.43,1376
189,2020-08-07,23,2020-07-31T13:10:00,1596215400,640,0.4221094,27015
190,2020-08-07,23,2020-07-31T13:11:00,1596215460,25,0.426,1065
191,2020-08-07,23,2020-07-31T13:12:00,1596215520,171,0.43,7353
192,2020-08-07,23,2020-07-31T13:13:00,1596215580,172,0.4298837,7394
193,2020-08-07,23,2020-07-31T13:14:00,1596215640,11,0.4290909,472
194,2020-08-07,23,2020-07-31T13:15:00,1596215700,19,0.4273684,812
195,2020-08-07,23,2020-07-31T13:16:00,1596215760,63,0.4290476,2703
196,2020-08-07,23,2020-07-31T13:17:00,1596215820,28,0.4328571,1212
197,2020-08-07,23,2020-07-31T13:18:00,1596215880,22,0.43,946
198,2020-08-07,23,2020-07-31T13:19:00,1596215940,25,0.44,1100
199,2020-08-07,23,2020-07-31T13:20:00,1596216000,21,0.4414286,927
200,2020-08-07,23,2020-07-31T13:21:00,1596216060,77,0.44,3388
201,2020-08-07,23,2020-07-31T13:22:00,1596216120,63,0.4309524,2715
202,2020-08-07,23,2020-07-31T13:23:00,1596216180,75,0.4398667,3299
203,2020-08-07,23,2020-07-31T13:24:00,1596216240,24,0.4308333,1034
204,2020-08-07,23,2020-07-31T13:26:00,1596216360,1,0.43,43
205,2020-08-07,23,2020-07-31T13:27:00,1596216420,2,0.43,86
206,2020-08-07,23,2020-07-31T13:28:00,1596216480,157,0.44,6908
207,2020-08-07,23,2020-07-31T13:29:00,1596216540,25,0.44,1100
208,2020-08-07,23,2020-07-31T13:30:00,1596216600,13,0.44,572
209,2020-08-07,23,2020-07-31T13:32:00,1596216720,171,0.4399415,7523
210,2020-08-07,23,2020-07-31T13:33:00,1596216780,62,0.44,2728
211,2020-08-07,23,2020-07-31T13:34:00,1596216840,80,0.44,3520
212,2020-08-07,23,2020-07-31T13:35:00,1596216900,98,0.4369388,4282
213,2020-08-07,23,2020-07-31T13:36:00,1596216960,4,0.44,176
214,2020-08-07,23,2020-07-31T13:37:00,1596217020,227,0.4232159,9607
215,2020-08-07,23,2020-07-31T13:38:00,1596217080,5,0.44,220
216,2020-08-07,23,2020-07-31T13:39:00,1596217140,182,0.41,7462
217,2020-08-07,23,2020-07-31T13:40:00,1596217200,1,0.42,42
218,2020-08-07,23,2020-07-31T13:41:00,1596217260,9,0.4144444,373
219,2020-08-07,23,2020-07-31T13:42:00,1596217320,6,0.43,258
220,2020-08-07,23,2020-07-31T13:43:00,1596217380,67,0.43,2881
221,2020-08-07,23,2020-07-31T13:44:00,1596217440,3,0.4366667,131
222,2020-08-07,23,2020-07-31T13:45:00,1596217500,20,0.43,860
223,2020-08-07,23,2020-07-31T13:46:00,1596217560,1,0.43,43
224,2020-08-07,23,2020-07-31T13:47:00,1596217620,3,0.44,132
225,2020-08-07,23,2020-07-31T13:48:00,1596217680,3,0.44,132
226,2020-08-07,23,2020-07-31T13:49:00,1596217740,29,0.44,1276
227,2020-08-07,23,2020-07-31T13:51:00,1596217860,53,0.45,2385
228,2020-08-07,23,2020-07-31T13:52:00,1596217920,16,0.4475,716
229,2020-08-07,23,2020-07-31T13:54:00,1596218040,106,0.4445283,4712
230,2020-08-07,23,2020-07-31T13:55:00,1596218100,55,0.4487273,2468
231,2020-08-07,23,2020-07-31T13:56:00,1596218160,13,0.44,572
232,2020-08-07,23,2020-07-31T13:57:00,1596218220,10,0.45,450
233,2020-08-07,23,2020-07-31T13:58:00,1596218280,23,0.45,1035
234,2020-08-07,23,2020-07-31T13:59:00,1596218340,93,0.4493548,4179
235,2020-08-07,23,2020-07-31T14:00:00,1596218400,5,0.44,220
236,2020-08-07,23,2020-07-31T14:01:00,1596218460,43,0.4518605,1943
237,2020-08-07,23,2020-07-31T14:02:00,1596218520,7,0.4642857,325
238,2020-08-07,23,2020-07-31T14:03:00,1596218580,6,0.46,276
239,2020-08-07,23,2020-07-31T14:04:00,1596218640,17,0.4658824,792
240,2020-08-07,23,2020-07-31T14:06:00,1596218760,14,0.46,644
241,2020-08-07,23,2020-07-31T14:07:00,1596218820,2,0.47,94
242,2020-08-07,23,2020-07-31T14:08:00,1596218880,5,0.47,235
243,2020-08-07,23,2020-07-31T14:09:00,1596218940,2,0.47,94
244,2020-08-07,23,2020-07-31T14:10:00,1596219000,20,0.46,920
245,2020-08-07,23,2020-07-31T14:11:00,1596219060,1,0.46,46
246,2020-08-07,23,2020-07-31T14:14:00,1596219240,22,0.47,1034
247,2020-08-07,23,2020-07-31T14:15:00,1596219300,13,0.4607692,599
248,2020-08-07,23,2020-07-31T14:17:00,1596219420,20,0.46,920
249,2020-08-07,23,2020-07-31T14:18:00,1596219480,1,0.45,45
250,2020-08-07,23,2020-07-31T14:19:00,1596219540,10,0.45,450
251,2020-08-07,23,2020-07-31T14:21:00,1596219660,90,0.4577778,4120
252,2020-08-07,23,2020-07-31T14:22:00,1596219720,10,0.463,463
253,2020-08-07,23,2020-07-31T14:24:00,1596219840,50,0.46,2300
254,2020-08-07,23,2020-07-31T14:25:00,1596219900,5,0.45,225
255,2020-08-07,23,2020-07-31T14:27:00,1596220020,3,0.46,138
256,2020-08-07,23,2020-07-31T14:28:00,1596220080,3,0.46,138
257,2020-08-07,23,2020-07-31T14:29:00,1596220140,6,0.4566667,274
258,2020-08-07,23,2020-07-31T14:30:00,1596220200,3,0.45,135
259,2020-08-07,23,2020-07-31T14:31:00,1596220260,30,0.4566667,1370
260,2020-08-07,23,2020-07-31T14:32:00,1596220320,4,0.46,184
261,2020-08-07,23,2020-07-31T14:33:00,1596220380,49,0.46,2254
262,2020-08-07,23,2020-07-31T14:35:00,1596220500,5,0.47,235
263,2020-08-07,23,2020-07-31T14:36:00,1596220560,5,0.47,235
264,2020-08-07,23,2020-07-31T14:37:00,1596220620,41,0.47,1927
265,2020-08-07,23,2020-07-31T14:38:00,1596220680,5,0.47,235
266,2020-08-07,23,2020-07-31T14:39:00,1596220740,11,0.4609091,507
267,2020-08-07,23,2020-07-31T14:40:00,1596220800,40,0.47,1880
268,2020-08-07,23,2020-07-31T14:41:00,1596220860,1,0.48,48
269,2020-08-07,23,2020-07-31T14:42:00,1596220920,10,0.47,470
270,2020-08-07,23,2020-07-31T14:43:00,1596220980,3,0.4733333,142
271,2020-08-07,23,2020-07-31T14:44:00,1596221040,1,0.47,47
272,2020-08-07,23,2020-07-31T14:45:00,1596221100,1,0.46,46
273,2020-08-07,23,2020-07-31T14:46:00,1596221160,10,0.48,480
274,2020-08-07,23,2020-07-31T14:48:00,1596221280,50,0.4602,2301
275,2020-08-07,23,2020-07-31T14:49:00,1596221340,5,0.47,235
276,2020-08-07,23,2020-07-31T14:50:00,1596221400,10,0.48,480
277,2020-08-07,23,2020-07-31T14:51:00,1596221460,14,0.4785714,670
278,2020-08-07,23,2020-07-31T14:52:00,1596221520,42,0.4788095,2011
279,2020-08-07,23,2020-07-31T14:53:00,1596221580,11,0.4890909,538
280,2020-08-07,23,2020-07-31T14:54:00,1596221640,10,0.47,470
281,2020-08-07,23,2020-07-31T14:55:00,1596221700,16,0.470625,753
282,2020-08-07,23,2020-07-31T14:56:00,1596221760,1,0.48,48
283,2020-08-07,23,2020-07-31T14:57:00,1596221820,21,0.4704762,988
284,2020-08-07,23,2020-07-31T15:00:00,1596222000,15,0.48,720
285,2020-08-07,23,2020-07-31T15:02:00,1596222120,10,0.48,480
286,2020-08-07,23,2020-07-31T15:03:00,1596222180,5,0.49,245
287,2020-08-07,23,2020-07-31T15:04:00,1596222240,48,0.4972917,2387
288,2020-08-07,23,2020-07-31T15:05:00,1596222300,70,0.49,3430
289,2020-08-07,23,2020-07-31T15:06:00,1596222360,3,0.49,147
290,2020-08-07,23,2020-07-31T15:07:00,1596222420,14,0.49,686
291,2020-08-07,23,2020-07-31T15:08:00,1596222480,41,0.49,2009
292,2020-08-07,23,2020-07-31T15:09:00,1596222540,3,0.4933333,148
293,2020-08-07,23,2020-07-31T15:10:00,1596222600,55,0.49,2695
294,2020-08-07,23,2020-07-31T15:11:00,1596222660,8,0.48875,391
295,2020-08-07,23,2020-07-31T15:13:00,1596222780,10,0.48,480
296,2020-08-07,23,2020-07-31T15:14:00,1596222840,16,0.49,784
297,2020-08-07,23,2020-07-31T15:15:00,1596222900,76,0.4810526,3656
298,2020-08-07,23,2020-07-31T15:16:00,1596222960,2,0.47,94
299,2020-08-07,23,2020-07-31T15:17:00,1596223020,36,0.4727778,1702
300,2020-08-07,23,2020-07-31T15:18:00,1596223080,8,0.47,376
301,2020-08-07,23,2020-07-31T15:19:00,1596223140,18,0.47,846
302,2020-08-07,23,2020-07-31T15:20:00,1596223200,17,0.4682353,796
303,2020-08-07,23,2020-07-31T15:21:00,1596223260,2,0.47,94
304,2020-08-07,23,2020-07-31T15:22:00,1596223320,4,0.46,184
305,2020-08-07,23,2020-07-31T15:23:00,1596223380,47,0.4695745,2207
306,2020-08-07,23,2020-07-31T15:24:00,1596223440,13,0.4792308,623
307,2020-08-07,23,2020-07-31T15:25:00,1596223500,25,0.47,1175
308,2020-08-07,23,2020-07-31T15:26:00,1596223560,10,0.48,480
309,2020-08-07,23,2020-07-31T15:27:00,1596223620,5,0.48,240
310,2020-08-07,23,2020-07-31T15:28:00,1596223680,68,0.4719118,3209
311,2020-08-07,23,2020-07-31T15:29:00,1596223740,48,0.4741667,2276
312,2020-08-07,23,2020-07-31T15:30:00,1596223800,31,0.4764516,1477
313,2020-08-07,23,2020-07-31T15:31:00,1596223860,51,0.47,2397
314,2020-08-07,23,2020-07-31T15:32:00,1596223920,20,0.48,960
315,2020-08-07,23,2020-07-31T15:33:00,1596223980,20,0.48,960
316,2020-08-07,23,2020-07-31T15:34:00,1596224040,100,0.484,4840
317,2020-08-07,23,2020-07-31T15:35:00,1596224100,10,0.48,480
318,2020-08-07,23,2020-07-31T15:36:00,1596224160,79,0.48,3792
319,2020-08-07,23,2020-07-31T15:37:00,1596224220,201,0.4729851,9507
320,2020-08-07,23,2020-07-31T15:38:00,1596224280,11,0.4790909,527
321,2020-08-07,23,2020-07-31T15:39:00,1596224340,40,0.45225,1809
322,2020-08-07,23,2020-07-31T15:40:00,1596224400,10,0.481,481
323,2020-08-07,23,2020-07-31T15:41:00,1596224460,24,0.4579167,1099
324,2020-08-07,23,2020-07-31T15:42:00,1596224520,15,0.47,705
325,2020-08-07,23,2020-07-31T15:43:00,1596224580,5,0.47,235
326,2020-08-07,23,2020-07-31T15:44:00,1596224640,8,0.46625,373
327,2020-08-07,23,2020-07-31T15:45:00,1596224700,60,0.4613333,2768
328,2020-08-07,23,2020-07-31T15:46:00,1596224760,6,0.46,276
329,2020-08-07,23,2020-07-31T15:48:00,1596224880,37,0.4637838,1716
330,2020-08-07,23,2020-07-31T15:49:00,1596224940,14,0.4757143,666
331,2020-08-07,23,2020-07-31T15:50:00,1596225000,114,0.4508772,5140
332,2020-08-07,23,2020-07-31T15:51:00,1596225060,15,0.45,675
333,2020-08-07,23,2020-07-31T15:52:00,1596225120,14,0.45,630
334,2020-08-07,23,2020-07-31T15:53:00,1596225180,29,0.4596552,1333
335,2020-08-07,23,2020-07-31T15:54:00,1596225240,21,0.4685714,984
336,2020-08-07,23,2020-07-31T15:55:00,1596225300,65,0.4667692,3034
337,2020-08-07,23,2020-07-31T15:56:00,1596225360,4,0.4625,185
338,2020-08-07,23,2020-07-31T15:57:00,1596225420,7,0.4671429,327
339,2020-08-07,23,2020-07-31T15:58:00,1596225480,74,0.4681081,3464
340,2020-08-07,23,2020-07-31T15:59:00,1596225540,108,0.4762963,5144
341,2020-08-07,23.5,2020-07-28T10:20:00,1595946000,1,0.31,31
342,2020-08-07,23.5,2020-07-28T11:28:00,1595950080,1,0.29,29
343,2020-08-07,23.5,2020-07-28T12:04:00,1595952240,3,0.3,90
344,2020-08-07,23.5,2020-07-28T12:36:00,1595954160,1,0.29,29
345,2020-08-07,23.5,2020-07-29T10:07:00,1596031620,1,0.57,57
346,2020-08-07,23.5,2020-07-29T10:59:00,1596034740,3,0.5533333,166
347,2020-08-07,23.5,2020-07-29T11:52:00,1596037920,1,0.56,56
348,2020-08-07,23.5,2020-07-29T15:21:00,1596050460,5,0.598,299
349,2020-08-07,23.5,2020-07-30T10:22:00,1596118920,3,0.18,54
350,2020-08-07,23.5,2020-07-30T10:33:00,1596119580,2,0.22,44
351,2020-08-07,23.5,2020-07-30T11:18:00,1596122280,4,0.19,76
352,2020-08-07,23.5,2020-07-30T14:00:00,1596132000,5,0.18,90
353,2020-08-07,23.5,2020-07-31T09:30:00,1596202200,1,0.18,18
354,2020-08-07,23.5,2020-07-31T10:21:00,1596205260,1,0.15,15
355,2020-08-07,23.5,2020-07-31T10:31:00,1596205860,7,0.17,119
356,2020-08-07,23.5,2020-07-31T10:39:00,1596206340,6,0.1966667,118
357,2020-08-07,23.5,2020-07-31T11:04:00,1596207840,1,0.17,17
358,2020-08-07,23.5,2020-07-31T12:46:00,1596213960,20,0.2,400
359,2020-08-07,23.5,2020-07-31T12:47:00,1596214020,38,0.2413158,917
360,2020-08-07,23.5,2020-07-31T12:48:00,1596214080,57,0.2703509,1541
