ID,ExpiryDate,Strike,DateAndTime,Timestamp,Volume,VWAP
0,2020-12-31,20.0,2020-12-21T11:15:00,1608567300,5,637.25
1,2020-12-31,20.0,2020-12-22T10:00:00,1608649200,1,617.2
2,2020-12-31,20.0,2020-12-22T10:30:00,1608651000,1,613.56
3,2020-12-31,20.0,2020-12-23T14:30:00,1608751800,1,625.45
4,2020-12-31,20.0,2020-12-24T09:30:00,1608820200,1,623.05
5,2020-12-31,20.0,2020-12-28T09:45:00,1609166700,2,659.295
6,2020-12-31,20.0,2020-12-28T10:45:00,1609170300,10,645.0
7,2020-12-31,20.0,2020-12-28T15:30:00,1609187400,2,647.0
8,2020-12-31,20.0,2020-12-29T10:00:00,1609254000,1,637.65
9,2020-12-31,20.0,2020-12-29T15:00:00,1609272000,8,643.05
10,2020-12-31,20.0,2020-12-30T10:15:00,1609341300,5,654.55
11,2020-12-31,20.0,2020-12-30T10:45:00,1609343100,5,652.0
12,2020-12-31,20.0,2020-12-30T11:30:00,1609345800,5,660.6
13,2020-12-31,20.0,2020-12-30T11:45:00,1609346700,3,661.88333
14,2020-12-31,20.0,2020-12-30T12:00:00,1609347600,8,662.43125
15,2020-12-31,20.0,2020-12-30T12:30:00,1609349400,16,663.05313
16,2020-12-31,20.0,2020-12-30T12:45:00,1609350300,10,664.05
17,2020-12-31,20.0,2020-12-30T13:00:00,1609351200,10,665.525
18,2020-12-31,20.0,2020-12-30T15:30:00,1609360200,1,673.45
19,2020-12-31,40.0,2020-12-11T11:30:00,1607704200,2,569.05
20,2020-12-31,40.0,2020-12-21T12:00:00,1608570000,5,618.8
21,2020-12-31,40.0,2020-12-21T13:45:00,1608576300,5,623.1
22,2020-12-31,40.0,2020-12-30T09:45:00,1609339500,1,633.0
23,2020-12-31,60.0,2020-12-11T12:30:00,1607707800,5,544.35
24,2020-12-31,60.0,2020-12-11T14:30:00,1607715000,3,552.2
25,2020-12-31,60.0,2020-12-21T10:30:00,1608564600,5,602.9
26,2020-12-31,80.0,2020-12-21T12:30:00,1608571800,5,579.05
27,2020-12-31,80.0,2020-12-23T10:30:00,1608737400,5,569.2
28,2020-12-31,80.0,2020-12-30T09:30:00,1609338600,2,591.05
29,2020-12-31,80.0,2020-12-30T15:15:00,1609359300,5,611.3
30,2020-12-31,100.0,2020-12-14T12:00:00,1607965200,30,536.48
31,2020-12-31,100.0,2020-12-21T13:15:00,1608574500,5,568.05
32,2020-12-31,125.0,2020-12-14T12:00:00,1607965200,30,511.76
33,2020-12-31,125.0,2020-12-14T12:15:00,1607966100,10,510.7
34,2020-12-31,125.0,2020-12-16T11:45:00,1608137100,1,491.75
35,2020-12-31,125.0,2020-12-16T12:45:00,1608140700,1,497.8
36,2020-12-31,125.0,2020-12-21T13:15:00,1608574500,30,539.4
37,2020-12-31,125.0,2020-12-21T13:45:00,1608576300,5,538.45
38,2020-12-31,125.0,2020-12-23T10:00:00,1608735600,1,508.55
39,2020-12-31,125.0,2020-12-30T09:30:00,1609338600,5,547.11
40,2020-12-31,150.0,2020-12-08T11:00:00,1607443200,5,473.6
41,2020-12-31,150.0,2020-12-30T09:45:00,1609339500,5,520.6
42,2020-12-31,150.0,2020-12-30T15:45:00,1609361100,7,543.5
43,2020-12-31,175.0,2020-12-30T09:30:00,1609338600,3,497.45
44,2020-12-31,200.0,2020-12-15T11:00:00,1608048000,20,434.62
45,2020-12-31,200.0,2020-12-16T09:45:00,1608129900,7,423.4
46,2020-12-31,200.0,2020-12-16T10:00:00,1608130800,2,423.2
47,2020-12-31,200.0,2020-12-21T10:30:00,1608564600,5,462.25
48,2020-12-31,200.0,2020-12-22T11:00:00,1608652800,4,420.96
49,2020-12-31,200.0,2020-12-30T09:45:00,1609339500,5,469.35
50,2020-12-31,200.0,2020-12-30T12:30:00,1609349400,5,483.4
51,2020-12-31,200.0,2020-12-30T13:15:00,1609352100,20,486.65
52,2020-12-31,200.0,2020-12-31T13:00:00,1609437600,4,514.78
53,2020-12-31,200.0,2020-12-31T14:15:00,1609442100,4,513.03
54,2020-12-31,225.0,2020-12-30T10:15:00,1609341300,5,449.7
55,2020-12-31,250.0,2020-12-07T14:45:00,1607370300,2,392.845
56,2020-12-31,250.0,2020-12-10T12:45:00,1607622300,2,356.85
57,2020-12-31,250.0,2020-12-11T14:45:00,1607715900,1,365.1
58,2020-12-31,250.0,2020-12-11T15:30:00,1607718600,1,360.25
59,2020-12-31,250.0,2020-12-17T12:00:00,1608224400,1,393.54
60,2020-12-31,250.0,2020-12-17T12:30:00,1608226200,1,398.3
61,2020-12-31,250.0,2020-12-21T09:45:00,1608561900,1,407.41
62,2020-12-31,250.0,2020-12-22T11:45:00,1608655500,1,375.15
63,2020-12-31,250.0,2020-12-30T12:15:00,1609348500,2,436.45
64,2020-12-31,250.0,2020-12-30T13:15:00,1609352100,5,436.45
65,2020-12-31,275.0,2020-12-07T10:00:00,1607353200,2,345.63
66,2020-12-31,275.0,2020-12-11T12:00:00,1607706000,5,332.65
67,2020-12-31,275.0,2020-12-11T15:15:00,1607717700,4,335.65
68,2020-12-31,275.0,2020-12-17T15:45:00,1608237900,1,382.95
69,2020-12-31,275.0,2020-12-21T14:15:00,1608578100,1,387.95
70,2020-12-31,275.0,2020-12-21T15:15:00,1608581700,1,384.48
71,2020-12-31,275.0,2020-12-24T10:30:00,1608823800,1,388.39
72,2020-12-31,275.0,2020-12-28T14:15:00,1609182900,2,392.85
73,2020-12-31,275.0,2020-12-30T10:00:00,1609340400,1,400.75
74,2020-12-31,300.0,2020-12-03T13:00:00,1607018400,10,293.72
75,2020-12-31,300.0,2020-12-04T12:30:00,1607103000,1,296.0
76,2020-12-31,300.0,2020-12-04T13:45:00,1607107500,1,294.0
77,2020-12-31,300.0,2020-12-04T14:45:00,1607111100,9,296.0
78,2020-12-31,300.0,2020-12-04T15:00:00,1607112000,5,296.812
79,2020-12-31,300.0,2020-12-07T14:00:00,1607367600,10,338.23
80,2020-12-31,300.0,2020-12-09T14:00:00,1607540400,10,303.426
81,2020-12-31,300.0,2020-12-10T11:30:00,1607617800,10,320.7
82,2020-12-31,300.0,2020-12-11T13:15:00,1607710500,1,306.45
83,2020-12-31,300.0,2020-12-14T12:00:00,1607965200,5,336.7
84,2020-12-31,300.0,2020-12-14T13:45:00,1607971500,1,337.37
85,2020-12-31,300.0,2020-12-14T15:15:00,1607976900,23,339.69217
86,2020-12-31,300.0,2020-12-15T15:30:00,1608064200,1,333.87
87,2020-12-31,300.0,2020-12-17T10:15:00,1608218100,2,337.47
88,2020-12-31,300.0,2020-12-17T10:30:00,1608219000,1,341.68
89,2020-12-31,300.0,2020-12-17T14:30:00,1608233400,21,348.67
90,2020-12-31,300.0,2020-12-18T10:00:00,1608303600,14,363.69
91,2020-12-31,300.0,2020-12-18T10:30:00,1608305400,5,371.95
92,2020-12-31,300.0,2020-12-18T13:45:00,1608317100,1,375.43
93,2020-12-31,300.0,2020-12-21T09:45:00,1608561900,2,353.5
94,2020-12-31,300.0,2020-12-21T10:15:00,1608563700,1,361.0
95,2020-12-31,300.0,2020-12-22T09:45:00,1608648300,10,338.3
