ID,ExpiryDate,Strike,DateAndTime,Timestamp,Volume,VWAP,IntervalTotalCost
165,2020-08-07,52,2020-07-23T11:40:00,1595518800,10,0.34,340
166,2020-08-07,52,2020-07-23T14:00:00,1595527200,3,0.52,156
167,2020-08-07,52,2020-07-24T10:05:00,1595599500,1,0.66,66
168,2020-08-07,52,2020-07-27T12:40:00,1595868000,1,0.3,30
169,2020-08-07,52,2020-07-28T10:15:00,1595945700,4,0.225,90
170,2020-08-07,52,2020-07-30T13:20:00,1596129600,4,0.2,80
171,2020-08-07,52,2020-07-31T10:20:00,1596205200,13,0.11,143
172,2020-08-07,52,2020-07-31T10:55:00,1596207300,6,0.1,60
173,2020-08-07,52,2020-07-31T15:50:00,1596225000,1,0.05,5
174,2020-08-07,52.5,2020-07-02T09:40:00,1593697200,1,2.05,205
175,2020-08-07,52.5,2020-07-02T12:00:00,1593705600,2,2.22,444
176,2020-08-07,52.5,2020-07-02T12:45:00,1593708300,1,2.24,224
177,2020-08-07,52.5,2020-07-17T12:00:00,1595001600,3,1.81,543
178,2020-08-07,52.5,2020-07-20T10:45:00,1595256300,3,0.77,231
179,2020-08-07,52.5,2020-07-23T09:50:00,1595512200,1,0.64,64
180,2020-08-07,52.5,2020-07-27T13:50:00,1595872200,1,0.3,30
181,2020-08-07,52.5,2020-07-28T11:15:00,1595949300,5,0.278,139
182,2020-08-07,52.5,2020-07-28T11:20:00,1595949600,1,0.27,27
183,2020-08-07,52.5,2020-07-30T12:45:00,1596127500,3,0.22,66
184,2020-08-07,52.5,2020-07-31T10:10:00,1596204600,14,0.11,154
185,2020-08-07,52.5,2020-07-31T10:15:00,1596204900,1,0.11,11
186,2020-08-07,53,2020-07-01T11:20:00,1593616800,1,2.78,278
187,2020-08-07,53,2020-07-02T09:30:00,1593696600,2,2.115,423
188,2020-08-07,53,2020-07-02T11:15:00,1593702900,1,2.43,243
189,2020-08-07,53,2020-07-02T12:00:00,1593705600,1,2.37,237
190,2020-08-07,53,2020-07-02T15:40:00,1593718800,1,2.39,239
191,2020-08-07,53,2020-07-06T13:20:00,1594056000,6,1.87,1122
192,2020-08-07,53,2020-07-06T13:45:00,1594057500,10,2.05,2050
193,2020-08-07,53,2020-07-07T15:05:00,1594148700,6,1.8,1080
