ID,ExpiryDate,Strike,DateAndTime,Timestamp,Volume,VWAP,IntervalTotalCost
48,2020-08-07,49.5,2020-07-14T09:50:00,1594734600,1,13.8,1380
49,2020-08-07,49.5,2020-07-29T15:20:00,1596050400,1,17.25,1725
50,2020-08-07,49.5,2020-07-31T14:30:00,1596220200,4,17.6,7040
51,2020-08-07,50,2020-07-08T09:30:00,1594215000,2,12.45,2490
52,2020-08-07,50,2020-07-13T11:10:00,1594653000,2,19,3800
53,2020-08-07,50,2020-07-20T15:35:00,1595273700,5,15.28,7640
54,2020-08-07,50,2020-07-28T14:00:00,1595959200,2,15,3000
55,2020-08-07,50,2020-07-29T11:50:00,1596037800,1,16.7,1670
56,2020-08-07,50,2020-07-30T13:05:00,1596128700,2,14.72,2944
57,2020-08-07,50,2020-07-31T09:50:00,1596203400,1,17.9,1790
58,2020-08-07,50,2020-07-31T10:20:00,1596205200,83,16.931687,140533
59,2020-08-07,50,2020-07-31T11:10:00,1596208200,2,17.5,3500
60,2020-08-07,50,2020-07-31T11:55:00,1596210900,1,17.05,1705
61,2020-08-07,50.5,2020-07-24T11:30:00,1595604600,6,11.8,7080
62,2020-08-07,51,2020-07-24T09:55:00,1595598900,1,9.76,976
63,2020-08-07,51,2020-07-24T10:00:00,1595599200,1,9.9,990
64,2020-08-07,51.5,2020-07-28T15:30:00,1595964600,2,12.7,2540
65,2020-08-07,51.5,2020-07-29T15:50:00,1596052200,1,15.1,1510
66,2020-08-07,51.5,2020-07-31T09:50:00,1596203400,1,16.25,1625
67,2020-08-07,51.5,2020-07-31T12:05:00,1596211500,1,15.5,1550
68,2020-08-07,52,2020-07-20T10:05:00,1595253900,2,12.2,2440
69,2020-08-07,52,2020-07-21T09:40:00,1595338800,1,11.45,1145
70,2020-08-07,52,2020-07-23T14:15:00,1595528100,3,9.7,2910
71,2020-08-07,52,2020-07-24T09:50:00,1595598600,1,8.85,885
72,2020-08-07,52,2020-07-24T09:55:00,1595598900,2,8.95,1790
73,2020-08-07,52,2020-07-27T09:40:00,1595857200,1,10.8,1080
74,2020-08-07,52,2020-07-28T09:55:00,1595944500,3,13.05,3915
75,2020-08-07,52,2020-07-28T15:00:00,1595962800,2,12.45,2490
76,2020-08-07,52,2020-07-28T15:30:00,1595964600,2,12.2,2440
77,2020-08-07,52,2020-07-29T12:00:00,1596038400,1,14.6,1460
78,2020-08-07,52,2020-07-29T14:10:00,1596046200,1,14.55,1455
79,2020-08-07,52,2020-07-31T10:10:00,1596204600,1,14.75,1475
80,2020-08-07,52,2020-07-31T10:15:00,1596204900,1,14.75,1475
81,2020-08-07,52,2020-07-31T14:40:00,1596220800,1,15.35,1535
82,2020-08-07,52.5,2020-07-20T09:50:00,1595253000,1,11.05,1105
83,2020-08-07,52.5,2020-07-28T09:30:00,1595943000,3,11.8,3540
84,2020-08-07,53,2020-07-09T09:50:00,1594302600,2,12.82,2564
85,2020-08-07,53,2020-07-17T10:05:00,1594994700,1,9.05,905
86,2020-08-07,53,2020-07-29T15:25:00,1596050700,1,13.65,1365
87,2020-08-07,53,2020-07-30T09:55:00,1596117300,2,11.46,2292
88,2020-08-07,53.5,2020-07-01T13:35:00,1593624900,5,9.68,4840
89,2020-08-07,53.5,2020-07-06T11:10:00,1594048200,1,10,1000
90,2020-08-07,54,2020-07-13T14:45:00,1594665900,1,12.5,1250
91,2020-08-07,54,2020-07-14T09:40:00,1594734000,5,12.65,6325
92,2020-08-07,54,2020-07-21T10:10:00,1595340600,2,9.8,1960
93,2020-08-07,54,2020-07-22T12:20:00,1595434800,2,10.75,2150
94,2020-08-07,54,2020-07-24T09:50:00,1595598600,3,7.25,2175
95,2020-08-07,54,2020-07-27T10:35:00,1595860500,3,9.9,2970
96,2020-08-07,54,2020-07-27T13:20:00,1595870400,10,9.65,9650
97,2020-08-07,54,2020-07-27T13:25:00,1595870700,5,9.6,4800
98,2020-08-07,54,2020-07-27T13:30:00,1595871000,5,9.55,4775
99,2020-08-07,54,2020-07-28T13:35:00,1595957700,1,11.85,1185
100,2020-08-07,54,2020-07-29T12:35:00,1596040500,1,12.75,1275
101,2020-08-07,54,2020-07-30T09:45:00,1596116700,6,11.25,6750
102,2020-08-07,54,2020-07-30T09:50:00,1596117000,11,10.636364,11700
103,2020-08-07,54,2020-07-31T10:15:00,1596204900,5,12.85,6425
104,2020-08-07,54.5,2020-07-06T12:30:00,1594053000,1,9.2,920
105,2020-08-07,54.5,2020-07-13T10:50:00,1594651800,1,15.5,1550
106,2020-08-07,54.5,2020-07-13T15:45:00,1594669500,1,10.1,1010
107,2020-08-07,54.5,2020-07-14T13:35:00,1594748100,2,10.6,2120
108,2020-08-07,54.5,2020-07-15T15:15:00,1594840500,1,10.2,1020
109,2020-08-07,54.5,2020-07-27T09:30:00,1595856600,3,8.616667,2585
110,2020-08-07,55,2020-07-02T15:40:00,1593718800,1,7.35,735
111,2020-08-07,55,2020-07-06T11:30:00,1594049400,20,9.05,18100
112,2020-08-07,55,2020-07-06T11:35:00,1594049700,1,9,900
113,2020-08-07,55,2020-07-06T12:30:00,1594053000,5,8.95,4475
114,2020-08-07,55,2020-07-06T15:40:00,1594064400,5,8.39,4195
115,2020-08-07,55,2020-07-07T10:45:00,1594133100,5,9.32,4660
116,2020-08-07,55,2020-07-07T12:25:00,1594139100,25,8.85,22125
117,2020-08-07,55,2020-07-07T14:50:00,1594147800,1,8.85,885
118,2020-08-07,55,2020-07-07T14:55:00,1594148100,1,8.97,897
119,2020-08-07,55,2020-07-08T09:30:00,1594215000,30,9,27000
120,2020-08-07,55,2020-07-09T10:00:00,1594303200,30,11.55,34650
121,2020-08-07,55,2020-07-09T13:10:00,1594314600,5,11.42,5710
122,2020-08-07,55,2020-07-13T14:45:00,1594665900,1,11.5,1150
123,2020-08-07,55,2020-07-13T15:00:00,1594666800,1,10.99,1099
124,2020-08-07,55,2020-07-14T13:35:00,1594748100,2,10.3,2060
125,2020-08-07,55,2020-07-15T09:35:00,1594820100,1,8.7,870
126,2020-08-07,55,2020-07-17T12:25:00,1595003100,5,7,3500
127,2020-08-07,55,2020-07-17T13:00:00,1595005200,8,6.87375,5499
128,2020-08-07,55,2020-07-27T09:30:00,1595856600,3,8.12,2436
129,2020-08-07,55,2020-07-27T09:50:00,1595857800,2,8.25,1650
130,2020-08-07,55,2020-07-28T09:30:00,1595943000,3,9.71,2913
131,2020-08-07,55,2020-07-28T10:20:00,1595946000,1,11.71,1171
132,2020-08-07,55,2020-07-28T11:30:00,1595950200,1,10.95,1095
133,2020-08-07,55,2020-07-28T11:40:00,1595950800,1,11.35,1135
134,2020-08-07,55,2020-07-29T09:40:00,1596030000,1,11.18,1118
135,2020-08-07,55,2020-07-29T14:40:00,1596048000,2,12,2400
136,2020-08-07,55,2020-07-29T15:00:00,1596049200,2,11.55,2310
137,2020-08-07,55,2020-07-30T09:50:00,1596117000,1,10,1000
138,2020-08-07,55,2020-07-30T15:05:00,1596135900,10,10.7,10700
139,2020-08-07,55,2020-07-31T09:50:00,1596203400,4,13.3,5320
140,2020-08-07,55,2020-07-31T10:15:00,1596204900,3,12,3600
141,2020-08-07,55,2020-07-31T10:25:00,1596205500,14,12.55,17570
142,2020-08-07,55,2020-07-31T10:35:00,1596206100,7,12.65,8855
143,2020-08-07,55,2020-07-31T12:15:00,1596212100,1,11.79,1179
144,2020-08-07,55,2020-07-31T13:00:00,1596214800,1,11.33,1133
145,2020-08-07,55,2020-07-31T15:15:00,1596222900,5,12.616,6308
146,2020-08-07,55.5,2020-07-07T15:50:00,1594151400,1,8.65,865
147,2020-08-07,55.5,2020-07-08T10:15:00,1594217700,1,9.4,940
148,2020-08-07,55.5,2020-07-17T11:45:00,1595000700,1,6.2,620
149,2020-08-07,55.5,2020-07-22T13:50:00,1595440200,3,9.45,2835
150,2020-08-07,55.5,2020-07-27T15:10:00,1595877000,12,8.9,10680
151,2020-08-07,55.5,2020-07-28T10:25:00,1595946300,12,10.55,12660
152,2020-08-07,55.5,2020-07-28T15:30:00,1595964600,10,8.9,8900
153,2020-08-07,55.5,2020-07-30T10:20:00,1596118800,1,8.6,860
154,2020-08-07,55.5,2020-07-31T09:45:00,1596203100,1,12.4,1240
155,2020-08-07,55.5,2020-07-31T10:00:00,1596204000,3,12.016667,3605
156,2020-08-07,55.5,2020-07-31T14:15:00,1596219300,1,11.1,1110
157,2020-08-07,56,2020-07-01T14:30:00,1593628200,5,7.95,3975
158,2020-08-07,56,2020-07-01T15:35:00,1593632100,6,7.85,4710
159,2020-08-07,56,2020-07-08T15:10:00,1594235400,2,9.65,1930
160,2020-08-07,56,2020-07-09T10:40:00,1594305600,5,11,5500
161,2020-08-07,56,2020-07-10T12:20:00,1594398000,2,12.15,2430
162,2020-08-07,56,2020-07-13T09:45:00,1594647900,1,14,1400
163,2020-08-07,56,2020-07-14T10:15:00,1594736100,1,8,800
164,2020-08-07,56,2020-07-20T09:30:00,1595251800,4,7.05,2820
165,2020-08-07,56,2020-07-27T15:05:00,1595876700,12,8.1,9720
166,2020-08-07,56,2020-07-27T15:10:00,1595877000,12,8.2,9840
167,2020-08-07,56,2020-07-31T09:50:00,1596203400,1,12.35,1235
168,2020-08-07,56,2020-07-31T10:10:00,1596204600,1,11.2,1120
169,2020-08-07,56,2020-07-31T12:40:00,1596213600,1,10.15,1015
170,2020-08-07,56,2020-07-31T13:55:00,1596218100,1,10.75,1075
171,2020-08-07,56,2020-07-31T14:00:00,1596218400,1,10.75,1075
172,2020-08-07,56,2020-07-31T15:15:00,1596222900,1,11.5,1150
173,2020-08-07,56.5,2020-07-06T11:00:00,1594047600,3,7.75,2325
174,2020-08-07,56.5,2020-07-06T11:10:00,1594048200,1,7.95,795
175,2020-08-07,56.5,2020-07-09T12:00:00,1594310400,2,10.4,2080
176,2020-08-07,56.5,2020-07-10T10:30:00,1594391400,2,10.6,2120
177,2020-08-07,56.5,2020-07-13T15:15:00,1594667700,1,9.2,920
178,2020-08-07,56.5,2020-07-14T10:40:00,1594737600,1,9.1,910
179,2020-08-07,56.5,2020-07-17T15:30:00,1595014200,1,5.6,560
180,2020-08-07,56.5,2020-07-27T15:35:00,1595878500,10,8,8000
181,2020-08-07,56.5,2020-07-28T09:30:00,1595943000,1,8.7,870
182,2020-08-07,56.5,2020-07-29T10:25:00,1596032700,10,9.8,9800
183,2020-08-07,56.5,2020-07-30T15:05:00,1596135900,1,9.32,932
184,2020-08-07,56.5,2020-07-31T09:50:00,1596203400,1,11.5,1150
185,2020-08-07,56.5,2020-07-31T09:55:00,1596203700,1,11.35,1135
186,2020-08-07,57,2020-07-01T11:35:00,1593617700,1,6.65,665
187,2020-08-07,57,2020-07-01T11:55:00,1593618900,1,6.65,665
188,2020-08-07,57,2020-07-01T12:15:00,1593620100,50,6.85,34250
189,2020-08-07,57,2020-07-01T12:50:00,1593622200,1,6.45,645
190,2020-08-07,57,2020-07-02T11:30:00,1593703800,1,6.6,660
191,2020-08-07,57,2020-07-02T12:20:00,1593706800,10,6.7,6700
192,2020-08-07,57,2020-07-02T14:20:00,1593714000,6,6.4,3840
193,2020-08-07,57,2020-07-06T14:20:00,1594059600,30,6.44,19320
194,2020-08-07,57,2020-07-07T09:55:00,1594130100,1,7.65,765
195,2020-08-07,57,2020-07-07T11:00:00,1594134000,6,8,4800
196,2020-08-07,57,2020-07-07T12:30:00,1594139400,1,7.76,776
197,2020-08-07,57,2020-07-08T10:50:00,1594219800,50,8.86,44300
198,2020-08-07,57,2020-07-09T10:35:00,1594305300,50,10.54,52700
199,2020-08-07,57,2020-07-10T13:35:00,1594402500,25,12.65,31625
200,2020-08-07,57,2020-07-10T14:05:00,1594404300,25,12.5,31250
201,2020-08-07,57,2020-07-13T12:05:00,1594656300,1,12.83,1283
202,2020-08-07,57,2020-07-13T15:50:00,1594669800,200,6.69005,133801
203,2020-08-07,57,2020-07-14T13:10:00,1594746600,1,8.65,865
204,2020-08-07,57,2020-07-16T09:35:00,1594906500,2,7.95,1590
205,2020-08-07,57,2020-07-17T10:00:00,1594994400,2,6.2,1240
206,2020-08-07,57,2020-07-17T11:45:00,1595000700,2,5.43,1086
207,2020-08-07,57,2020-07-17T13:50:00,1595008200,1,5.54,554
208,2020-08-07,57,2020-07-21T09:30:00,1595338200,1,7.55,755
209,2020-08-07,57,2020-07-27T09:30:00,1595856600,42,6.1,25620
210,2020-08-07,57,2020-07-27T13:20:00,1595870400,30,6.98,20940
211,2020-08-07,57,2020-07-28T11:35:00,1595950500,1,9.18,918
212,2020-08-07,57,2020-07-29T10:10:00,1596031800,1,8.98,898
213,2020-08-07,57,2020-07-29T15:00:00,1596049200,1,9.9,990
214,2020-08-07,57,2020-07-29T15:20:00,1596050400,1,10.1,1010
215,2020-08-07,57,2020-07-30T09:35:00,1596116100,3,9.116667,2735
216,2020-08-07,57,2020-07-30T10:25:00,1596119100,2,7.56,1512
217,2020-08-07,57,2020-07-31T11:40:00,1596210000,2,10.4,2080
218,2020-08-07,57,2020-07-31T14:30:00,1596220200,1,10.2,1020
219,2020-08-07,57.5,2020-07-01T12:45:00,1593621900,1,6.75,675
220,2020-08-07,57.5,2020-07-06T11:35:00,1594049700,3,7.65,2295
221,2020-08-07,57.5,2020-07-07T09:45:00,1594129500,1,7.35,735
222,2020-08-07,57.5,2020-07-10T15:30:00,1594409400,1,12.9,1290
223,2020-08-07,57.5,2020-07-17T10:05:00,1594994700,1,6.1,610
224,2020-08-07,57.5,2020-07-17T14:20:00,1595010000,10,5.2,5200
225,2020-08-07,57.5,2020-07-21T11:25:00,1595345100,2,8,1600
226,2020-08-07,57.5,2020-07-21T13:55:00,1595354100,6,8.05,4830
227,2020-08-07,57.5,2020-07-23T11:10:00,1595517000,1,7.97,797
228,2020-08-07,57.5,2020-07-23T11:20:00,1595517600,10,7.89,7890
229,2020-08-07,57.5,2020-07-24T09:30:00,1595597400,1,5.1,510
230,2020-08-07,57.5,2020-07-24T13:15:00,1595610900,7,5.385714,3770
231,2020-08-07,57.5,2020-07-27T15:15:00,1595877300,4,7.13,2852
232,2020-08-07,57.5,2020-07-29T10:20:00,1596032400,1,8.7,870
233,2020-08-07,57.5,2020-07-29T13:25:00,1596043500,2,8.9,1780
234,2020-08-07,57.5,2020-07-30T09:45:00,1596116700,2,8,1600
235,2020-08-07,57.5,2020-07-31T11:40:00,1596210000,2,9.8,1960
236,2020-08-07,57.5,2020-07-31T11:45:00,1596210300,2,9.95,1990
237,2020-08-07,58,2020-07-01T11:05:00,1593615900,1,5.85,585
238,2020-08-07,58,2020-07-01T11:25:00,1593617100,1,6.2,620
239,2020-08-07,58,2020-07-02T09:35:00,1593696900,1,6.5,650
240,2020-08-07,58,2020-07-02T11:40:00,1593704400,1,6.1,610
241,2020-08-07,58,2020-07-02T13:35:00,1593711300,1,5.97,597
242,2020-08-07,58,2020-07-02T14:00:00,1593712800,1,5.75,575
243,2020-08-07,58,2020-07-02T15:50:00,1593719400,1,6,600
244,2020-08-07,58,2020-07-06T10:15:00,1594044900,1,6.45,645
245,2020-08-07,58,2020-07-06T10:20:00,1594045200,2,6.5,1300
246,2020-08-07,58,2020-07-06T14:55:00,1594061700,2,6.35,1270
247,2020-08-07,58,2020-07-08T12:05:00,1594224300,1,8.28,828
248,2020-08-07,58,2020-07-08T12:20:00,1594225200,1,7.6,760
249,2020-08-07,58,2020-07-09T12:40:00,1594312800,2,9,1800
250,2020-08-07,58,2020-07-09T15:40:00,1594323600,1,9.6,960
251,2020-08-07,58,2020-07-10T09:30:00,1594387800,1,10.28,1028
252,2020-08-07,58,2020-07-13T10:05:00,1594649100,1,12.55,1255
253,2020-08-07,58,2020-07-13T12:55:00,1594659300,1,11.1,1110
254,2020-08-07,58,2020-07-13T14:15:00,1594664100,2,9.9,1980
255,2020-08-07,58,2020-07-15T09:35:00,1594820100,1,6.85,685
256,2020-08-07,58,2020-07-15T09:50:00,1594821000,27,7.85,21195
257,2020-08-07,58,2020-07-15T10:30:00,1594823400,2,7.85,1570
258,2020-08-07,58,2020-07-15T13:50:00,1594835400,3,7.9,2370
259,2020-08-07,58,2020-07-15T15:15:00,1594840500,17,7.9,13430
260,2020-08-07,58,2020-07-16T11:05:00,1594911900,1,6.31,631
261,2020-08-07,58,2020-07-17T10:30:00,1594996200,3,5.25,1575
262,2020-08-07,58,2020-07-17T14:10:00,1595009400,1,4.9,490
263,2020-08-07,58,2020-07-17T15:45:00,1595015100,2,4.95,990
264,2020-08-07,58,2020-07-17T15:50:00,1595015400,1,5.05,505
265,2020-08-07,58,2020-07-20T09:30:00,1595251800,3,5.4,1620
266,2020-08-07,58,2020-07-20T09:40:00,1595252400,1,5.8,580
267,2020-08-07,58,2020-07-20T10:05:00,1595253900,1,7.8,780
268,2020-08-07,58,2020-07-20T10:45:00,1595256300,4,8.2,3280
269,2020-08-07,58,2020-07-20T12:05:00,1595261100,2,8,1600
270,2020-08-07,58,2020-07-20T13:55:00,1595267700,4,7.71,3084
271,2020-08-07,58,2020-07-20T15:50:00,1595274600,3,7.1,2130
272,2020-08-07,58,2020-07-21T09:35:00,1595338500,5,7.094,3547
273,2020-08-07,58,2020-07-21T09:40:00,1595338800,1,6.6,660
274,2020-08-07,58,2020-07-21T11:30:00,1595345400,10,7.45,7450
275,2020-08-07,58,2020-07-21T12:55:00,1595350500,5,7.5,3750
276,2020-08-07,58,2020-07-23T11:10:00,1595517000,5,7.65,3825
277,2020-08-07,58,2020-07-23T14:05:00,1595527500,8,5.55,4440
278,2020-08-07,58,2020-07-23T14:10:00,1595527800,8,5.15,4120
279,2020-08-07,58,2020-07-24T09:50:00,1595598600,3,4.35,1305
280,2020-08-07,58,2020-07-24T10:55:00,1595602500,1,5.65,565
281,2020-08-07,58,2020-07-24T12:30:00,1595608200,1,5.43,543
282,2020-08-07,58,2020-07-28T11:40:00,1595950800,2,8.6,1720
283,2020-08-07,58,2020-07-28T15:30:00,1595964600,2,6.75,1350
284,2020-08-07,58,2020-07-29T10:40:00,1596033600,1,8.65,865
285,2020-08-07,58,2020-07-29T12:05:00,1596038700,20,8.57,17140
286,2020-08-07,58,2020-07-30T09:35:00,1596116100,1,8.15,815
287,2020-08-07,58,2020-07-30T15:15:00,1596136500,1,8,800
288,2020-08-07,58,2020-07-31T09:50:00,1596203400,1,10.25,1025
289,2020-08-07,58.5,2020-07-01T11:10:00,1593616200,2,6,1200
290,2020-08-07,58.5,2020-07-01T11:25:00,1593617100,1,6,600
291,2020-08-07,58.5,2020-07-02T15:25:00,1593717900,1,5.55,555
292,2020-08-07,58.5,2020-07-06T11:25:00,1594049100,3,6.8,2040
293,2020-08-07,58.5,2020-07-06T11:55:00,1594050900,1,6.9,690
294,2020-08-07,58.5,2020-07-06T14:15:00,1594059300,6,5.75,3450
295,2020-08-07,58.5,2020-07-06T14:45:00,1594061100,5,5.9,2950
296,2020-08-07,58.5,2020-07-08T09:35:00,1594215300,20,7.225,14450
297,2020-08-07,58.5,2020-07-08T09:50:00,1594216200,1,7.35,735
298,2020-08-07,58.5,2020-07-09T09:55:00,1594302900,2,9.5,1900
299,2020-08-07,58.5,2020-07-09T11:50:00,1594309800,1,9.1,910
300,2020-08-07,58.5,2020-07-13T09:45:00,1594647900,1,12,1200
301,2020-08-07,58.5,2020-07-13T13:20:00,1594660800,1,11.2,1120
302,2020-08-07,58.5,2020-07-14T09:50:00,1594734600,2,7,1400
303,2020-08-07,58.5,2020-07-14T10:10:00,1594735800,1,7.1,710
304,2020-08-07,58.5,2020-07-14T11:15:00,1594739700,1,7.8,780
305,2020-08-07,58.5,2020-07-14T11:20:00,1594740000,1,7.95,795
306,2020-08-07,58.5,2020-07-14T13:10:00,1594746600,1,7.75,775
307,2020-08-07,58.5,2020-07-17T12:00:00,1595001600,1,5.1,510
308,2020-08-07,58.5,2020-07-17T13:10:00,1595005800,3,5.043333,1513
309,2020-08-07,58.5,2020-07-17T15:20:00,1595013600,1,4.6,460
310,2020-08-07,58.5,2020-07-17T15:30:00,1595014200,2,4.33,866
311,2020-08-07,58.5,2020-07-17T15:55:00,1595015700,2,6,1200
312,2020-08-07,58.5,2020-07-20T09:35:00,1595252100,1,5.15,515
313,2020-08-07,58.5,2020-07-20T09:50:00,1595253000,1,6.3,630
314,2020-08-07,58.5,2020-07-20T10:10:00,1595254200,2,7.3,1460
315,2020-08-07,58.5,2020-07-20T13:50:00,1595267400,1,7.5,750
316,2020-08-07,58.5,2020-07-20T15:30:00,1595273400,1,8.35,835
317,2020-08-07,58.5,2020-07-21T09:30:00,1595338200,3,7.65,2295
318,2020-08-07,58.5,2020-07-21T09:35:00,1595338500,1,6.65,665
319,2020-08-07,58.5,2020-07-21T10:10:00,1595340600,1,6.6,660
320,2020-08-07,58.5,2020-07-21T13:00:00,1595350800,2,7.13,1426
321,2020-08-07,58.5,2020-07-23T11:50:00,1595519400,3,6.65,1995
322,2020-08-07,58.5,2020-07-23T12:25:00,1595521500,2,6,1200
323,2020-08-07,58.5,2020-07-23T12:30:00,1595521800,1,6,600
324,2020-08-07,58.5,2020-07-24T10:50:00,1595602200,1,4.85,485
325,2020-08-07,58.5,2020-07-24T13:15:00,1595610900,5,4.7,2350
326,2020-08-07,58.5,2020-07-28T11:40:00,1595950800,4,8.3,3320
327,2020-08-07,58.5,2020-07-28T11:55:00,1595951700,2,7.7,1540
328,2020-08-07,58.5,2020-07-28T15:30:00,1595964600,1,6.35,635
329,2020-08-07,58.5,2020-07-29T12:00:00,1596038400,1,8.35,835
330,2020-08-07,58.5,2020-07-29T12:10:00,1596039000,3,8.19,2457
331,2020-08-07,58.5,2020-07-30T09:50:00,1596117000,4,7,2800
332,2020-08-07,58.5,2020-07-30T09:55:00,1596117300,1,5.8,580
333,2020-08-07,58.5,2020-07-31T09:50:00,1596203400,2,9.6,1920
334,2020-08-07,58.5,2020-07-31T10:10:00,1596204600,1,8.7,870
335,2020-08-07,58.5,2020-07-31T15:30:00,1596223800,1,10,1000
336,2020-08-07,59,2020-07-01T11:30:00,1593617400,1,5.74,574
337,2020-08-07,59,2020-07-02T09:30:00,1593696600,1,6.27,627
338,2020-08-07,59,2020-07-02T09:50:00,1593697800,2,5.9,1180
339,2020-08-07,59,2020-07-02T10:40:00,1593700800,1,5.75,575
340,2020-08-07,59,2020-07-02T12:20:00,1593706800,1,5.6,560
341,2020-08-07,59,2020-07-02T13:05:00,1593709500,1,5.59,559
342,2020-08-07,59,2020-07-02T15:45:00,1593719100,1,5.08,508
343,2020-08-07,59,2020-07-07T10:50:00,1594133400,1,6.85,685
344,2020-08-07,59,2020-07-08T10:15:00,1594217700,8,7.2,5760
345,2020-08-07,59,2020-07-09T15:55:00,1594324500,10,9.15,9150
346,2020-08-07,59,2020-07-10T13:35:00,1594402500,1,11,1100
347,2020-08-07,59,2020-07-10T14:10:00,1594404600,1,9.3,930
348,2020-08-07,59,2020-07-13T14:10:00,1594663800,10,9.15,9150
349,2020-08-07,59,2020-07-13T14:50:00,1594666200,1,8.45,845
350,2020-08-07,59,2020-07-13T15:10:00,1594667400,1,7.9,790
351,2020-08-07,59,2020-07-15T11:55:00,1594828500,1,6.48,648
352,2020-08-07,59,2020-07-16T11:30:00,1594913400,10,5.99,5990
353,2020-08-07,59,2020-07-16T13:00:00,1594918800,1,6.38,638
354,2020-08-07,59,2020-07-17T09:30:00,1594992600,1,6,600
355,2020-08-07,59,2020-07-17T09:35:00,1594992900,2,6.07,1214
356,2020-08-07,59,2020-07-17T10:00:00,1594994400,2,5.41,1082
357,2020-08-07,59,2020-07-17T10:20:00,1594995600,1,5.03,503
358,2020-08-07,59,2020-07-17T10:50:00,1594997400,1,4.6,460
359,2020-08-07,59,2020-07-17T11:15:00,1594998900,4,4.75,1900
360,2020-08-07,59,2020-07-17T11:30:00,1594999800,11,4.627273,5090
361,2020-08-07,59,2020-07-17T12:55:00,1595004900,7,4.76,3332
362,2020-08-07,59,2020-07-17T13:00:00,1595005200,10,4.633,4633
363,2020-08-07,59,2020-07-17T13:05:00,1595005500,2,4.75,950
